Title,Joy,Love,Anger,Surprise,Sadness,Fear,Protagonist Roles,Time Period,Dominant Time of Day,Genres
Deep Cover,0.5249796990832005,0.945805715916454,0.0983486565252688,0.1752676974381032,0.3328957792118866,0.2331847925757181,Realist,Past,Daytime,"['Crime', 'Action', 'Thriller']"
Deep Rising,0.5330902100297867,0.94203338383274,0.3213896721772059,0.3620783672313158,0.1475262295923631,0.0237881987159839,Creature/Royalty/Knight/Sorcerer,Future,Daytime,"['Horror', 'Action', 'Thriller']"
Defiance,0.0204255503332008,0.2286376203098744,0.212455532488996,0.1903788176600753,0.7166770511616243,0.9779415800476428,Child,Past,Daytime,"['Drama', 'War', 'Action', 'Thriller']"
Despicable Me 2,0.7743167995070511,0.8386441823045788,0.0484862797888234,0.1234227534253151,0.0357802132463548,0.1739377505516506,Detective/Spy,Present,Daytime,"['Comedy', 'Adventure']"
Detroit Rock City,0.801299683459165,0.7748693916574032,0.2135038145985995,0.0439152933114366,0.3277375193891058,0.3846362235119285,Monster/Killer/Victim,Past,Nighttime,"['Comedy', 'Adventure']"
Devil in a Blue Dress,0.5941361866139583,0.7471072711494364,0.0700707450926252,0.4070400266138372,0.2169485699783831,0.0876220015666955,Detective/Spy,Past,Daytime,"['Crime', 'Thriller']"
Devils Advocate,0.6396359037636361,0.5812217860977653,0.2834546846811028,0.1172247328175878,0.4340450226169582,0.2670383438105882,Realist,Past,Daytime,"['Horror', 'Drama', 'Thriller']"
Die Hard 2,0.6439071432402197,0.6050138941634622,0.2415084474752177,0.4961823926677233,0.3325996017356852,0.3779337442875629,Realist,Past,Nighttime,"['Action', 'Thriller']"
Die Hard,0.9660095973727614,0.6641435404783003,0.3740771864654145,0.0087479625384087,0.1539955344351717,0.2597250449185591,Realist,Past,Daytime,"['Action', 'Thriller']"
Diner,0.8046348827318499,0.6123472842436366,0.3596798737254076,0.3158803801991989,0.0048756136779587,0.3557150057611384,Fighter,Past,Daytime,"['Comedy', 'Drama']"
Disturbia,0.2305173353804837,0.0329843896640031,0.1865190812335682,0.0076634063144614,0.8931008135008742,0.6524211405887788,Traveller/Explorer,Past,Daytime,['Thriller']
Django Unchained,0.9574839574887636,0.8291071828126687,0.00994425022545,0.3162331915906942,0.251795978949472,0.2282660211209533,Monster/Killer/Victim,Past,Daytime,"['Drama', 'Adventure']"
Do The Right Thing,0.5894265927860483,0.5057289614184284,0.0223516925537458,0.4305147957338288,0.4352844008981614,0.2121992087776931,Realist,Present,Daytime,"['Comedy', 'Drama']"
Dog Day Afternoon,0.6723676910842191,0.8575915144943429,0.1781895877894559,0.105718168800646,0.2483015218257674,0.1559888806138822,Monster/Killer/Victim,Future,Daytime,"['Comedy', 'Drama', 'Thriller']"
Dogma,0.5852714355671513,0.9774525321645028,0.0114389473324716,0.0406610417591833,0.1884698494554813,0.4187228570391,Soldier,Present,Daytime,"['Fantasy', 'Comedy', 'Adventure']"
Donnie Brasco,0.200310663192083,0.3978666281287973,0.1145015920499816,0.2345595716120628,0.5596084958720089,0.5885119132653106,Monster/Killer/Victim,Past,Daytime,"['Crime', 'Drama', 'Thriller']"
Double Indemnity,0.5589844897572093,0.9860298094878428,0.0890447243515795,0.1508721962631874,0.0162191656853588,0.2759799540412975,Creature/Royalty/Knight/Sorcerer,Past,Nighttime,"['Crime', 'Drama']"
Drag Me to Hell,0.5022773509816387,0.8618731438319529,0.063421250260693,0.31509262883663,0.1380970248334431,0.1774073318762179,Detective/Spy,Past,Daytime,"['Horror', 'Thriller']"
Dragonslayer,0.9972431044402088,0.9947996281574164,0.2268861165044629,0.1731275772333239,0.2033859670631314,0.3456476085662909,Spouse/Lover/Ex,Present,Daytime,"['Fantasy', 'Action', 'Adventure']"
Drive Angry,0.2920539956808812,0.4201833631600065,0.0293201108761943,0.2528768177414894,0.7318294827615397,0.9701931946145136,Fighter,Past,Daytime,"['Crime', 'Fantasy', 'Action']"
Drive,0.9128978384509234,0.9862309049006128,0.2358747745503315,0.4830882504643304,0.0480133482936733,0.1444434734530716,Fighter,Past,Daytime,"['Crime', 'Drama', 'Action']"
Drop Dead Gorgeous,0.9265953020708224,0.8874349524045968,0.2018727608729199,0.2363643816796964,0.4091328841667263,0.3029890592284476,Law Person/Outlaw,Past,Daytime,['Comedy']
Dry White Season A,0.985923591117784,0.9355066995560836,0.303300081710402,0.417430737450739,0.2492389767163156,0.3297852779871321,Child,Past,Daytime,"['Drama', 'Thriller']"
Duck Soup,0.760998019017367,0.9384752118924506,0.2815874830581724,0.2629623457474591,0.4085483409306986,0.3290964409186166,Child,Past,Daytime,"['Family', 'Comedy']"
Dumb and Dumber,0.9567608978611848,0.95680160303747,0.0349904846966043,0.1993810367230322,0.4034478117775025,0.3057720560431779,Law Person/Outlaw,Present,Daytime,"['Comedy', 'Adventure']"
Dune,0.503446713656639,0.8078903963931565,0.4945461553016353,0.3531558747419756,0.0528276682058672,0.447266308499438,Realist,Past,Daytime,"['Fantasy', 'Action', 'Sci-Fi', 'Adventure']"
E.T.,0.908991805183814,0.9505213999983186,0.0688677039325549,0.0328497536423662,0.0422401876457217,0.3440719139758043,Realist,Present,Daytime,"['Fantasy', 'Family', 'Sci-Fi', 'Adventure']"
Eagle Eye,0.7441038030535698,0.5313356655928433,0.081221017931481,0.2359661360868464,0.4729220431987185,0.3299425767756437,Traveller/Explorer,Present,Daytime,"['Action', 'Thriller']"
Eastern Promises,0.0010458093270653,0.3106730202704413,0.4423194377586281,0.188129492457992,0.7299206234358513,0.9370955778910328,Detective/Spy,Present,Daytime,"['Crime', 'Drama', 'Thriller']"
Easy A,0.5371737922017005,0.7354885567890204,0.2100035676134596,0.0538182534141834,0.0061986484618832,0.4824424886901933,Realist,Past,Daytime,"['Comedy', 'Romance']"
Ed TV,0.9092719345298446,0.8858262982205302,0.3574694382180603,0.1110354722134755,0.1550698163672439,0.1445788821401896,Monster/Killer/Victim,Past,Daytime,['Comedy']
Ed Wood,0.6138920608326854,0.9221721149265708,0.2919538446189517,0.160677650743255,0.2241744598182171,0.33547161253822,Creature/Royalty/Knight/Sorcerer,Past,Daytime,"['Comedy', 'Drama']"
Edward Scissorhands,0.6624513251067481,0.5626359011930184,0.0741170478406738,0.4566579110734713,0.1990981430271938,0.3350479821685789,Realist,Present,Daytime,"['Fantasy', 'Drama', 'Romance']"
Eight Legged Freaks,0.9669031574487348,0.5843187025206047,0.4586865026318174,0.4755103928191263,0.3576624395616778,0.4183870553196262,Superhuman/Scientist/Alien/Robot,Past,Daytime,"['Horror', 'Comedy', 'Action', 'Sci-Fi']"
El Mariachi,0.3607881927459737,0.1311990486863081,0.2169724246165401,0.3042570966202006,0.9685376941443288,0.9873426992382276,Fighter,Present,Daytime,"['Crime', 'Action', 'Thriller']"
Election,0.903688278357678,0.5523164933388289,0.3766896901309629,0.0416850738362646,0.3715642230389182,0.0403046468162766,Creature/Royalty/Knight/Sorcerer,Past,Daytime,['Comedy']
Elizabeth The Golden Age,0.9701970596634258,0.7906100734518069,0.2237818794627726,0.2702289146651893,0.4392156583710135,0.1628570413293438,Comedian,Past,Daytime,['Drama']
Enemy of the State,0.6290848912335771,0.6011018880262213,0.3412563442177944,0.0853272387838565,0.327536328957395,0.0421913822009972,Realist,Past,Daytime,"['Drama', 'Action', 'Thriller']"
Enough,0.9665936063627552,0.5514894976556624,0.1748171807638026,0.1089412857377137,0.4376340119968523,0.1945528914448616,Realist,Present,Daytime,"['Drama', 'Thriller']"
Entrapment,0.5794053814854443,0.6961840077260353,0.1343491548316162,0.483957758795659,0.3413620019682466,0.3388019866656032,Realist,Past,Nighttime,"['Crime', 'Comedy', 'Action', 'Thriller']"
Erik the Viking,0.6927970291696612,0.834544648521218,0.0545721735768147,0.3635688279995283,0.2344506347256632,0.1013422846497715,Traveller/Explorer,Present,Daytime,['Fantasy']
Erin Brockovich,0.6002331688446132,0.6753842026160648,0.3300967585001216,0.0682822494645092,0.2595994644550904,0.2926732833831909,Law Person/Outlaw,Past,Daytime,"['Comedy', 'Drama']"
Escape From L.A.,0.6495608920045585,0.7927005113894703,0.3882247793109076,0.3533227745184299,0.4779440681923504,0.4752827328849283,Child,Past,Daytime,"['Adventure', 'Action', 'Sci-Fi', 'Thriller']"
Escape From New York,0.3458819156283548,0.4899409426640489,0.078790741021227,0.429817880919724,0.5458317885205848,0.6703659016087411,Realist,Past,Nighttime,"['Adventure', 'Action', 'Sci-Fi', 'Thriller']"
Eternal Sunshine of the Spotless Mind,0.9013208654095256,0.5364101204323957,0.3715847986990893,0.1119563915223686,0.1829432770762063,0.0656378324007365,Law Person/Outlaw,Past,Nighttime,"['Drama', 'Romance', 'Sci-Fi']"
Even Cowgirls Get the Blues,0.932886157106669,0.9301009943340846,0.492506295858281,0.1981199413160804,0.4262250610161905,0.0472452373783735,Realist,Past,Daytime,"['Comedy', 'Drama', 'Romance']"
Event Horizon,0.1312568457902876,0.2412961747427984,0.14656216779035,0.4145483697222837,0.750139600740741,0.8530582006620562,Monster/Killer/Victim,Future,Daytime,"['Horror', 'Sci-Fi', 'Thriller']"
Evil Dead II Dead by Dawn,0.4007496933322182,0.0239992645337351,0.1861090671959397,0.2419051360023087,0.692169967097426,0.8266629648925947,Realist,Past,Daytime,"['Horror', 'Fantasy', 'Comedy', 'Action']"
Evil Dead,0.3642653112164799,0.1819646638777813,0.0627866994399219,0.1787185563404006,0.986608171116104,0.783075177380945,Realist,Past,Nighttime,"['Horror', 'Fantasy', 'Comedy']"
Ex Machina,0.9457840509267516,0.9765838629931332,0.1965338807026182,0.0305601380994502,0.1285228632621025,0.12067229496189,Realist,Present,Daytime,"['Drama', 'Sci-Fi']"
Excalibur,0.8708272941739019,0.5313914645571526,0.4711059027145349,0.130194373773705,0.4296224076094176,0.0184211039753717,Realist,Present,Nighttime,"['Fantasy', 'Drama', 'Adventure']"
eXistenZ,0.0261725230943206,0.4348110918269345,0.8685065103030628,0.689568362943734,0.0028035294252317,0.445252573724996,Realist,Present,Nighttime,"['Adventure', 'Sci-Fi', 'Thriller']"
Extract,0.7794215317150602,0.9625044490632216,0.1710227736567645,0.194803953568914,0.0636938932120145,0.3453766908502317,Superhuman/Scientist/Alien/Robot,Past,Daytime,"['Crime', 'Comedy', 'Romance']"
Face Off,0.9056778642866156,0.7410303916827251,0.4387234385960772,0.3900133556274969,0.4347384032462134,0.1235230978457045,Realist,Present,Daytime,"['Crime', 'Drama', 'Action', 'Thriller']"
Fair Game,0.9041584905807684,0.5482525574634114,0.0581598568975217,0.3883752261213934,0.3457314936192439,0.0967460573445954,Superhuman/Scientist/Alien/Robot,Past,Daytime,"['Drama', 'Action', 'Thriller']"
Fantastic Four,0.912020559503658,0.7265982781175291,0.4930739738940708,0.3388303852605639,0.3611670062860312,0.4137651966837797,Detective/Spy,Present,Daytime,"['Fantasy', 'Action', 'Sci-Fi', 'Adventure']"
Fantastic Mr Fox,0.955868971997652,0.662638954406185,0.247724427531702,0.0697927521643695,0.0927535782748193,0.4768614074488727,Realist,Past,Daytime,"['Family', 'Comedy', 'Adventure']"
Fargo,0.978754367128858,0.6841815239444067,0.1730273122329178,0.0544950191332322,0.2128219136673932,0.2182231576259057,Comedian,Past,Daytime,"['Crime', 'Comedy', 'Thriller']"
Fast Times at Ridgemont High,0.7913993541606419,0.7355061578556165,0.0561946954585966,0.4928998653186735,0.1266275690222005,0.168402437745772,Law Person/Outlaw,Past,Daytime,"['Comedy', 'Drama']"
Fatal Instinct,0.7556465916809885,0.6015637534824999,0.0226784197978658,0.0459828868220198,0.1517552035352614,0.4166245176743405,Fighter,Past,Daytime,"['Crime', 'Comedy', 'Thriller']"
Fear and Loathing in Las Vegas,0.7274900226049279,0.9852978565586188,0.316526336569997,0.1567328193936327,0.2548509653844824,0.0589569611742762,Realist,Past,Daytime,"['Comedy', 'Drama']"
Feast,0.4211110729213689,0.1343689669521682,0.1958621128994648,0.0905080914345651,0.5463215911988832,0.9751033575332338,Realist,Past,Daytime,"['Horror', 'Comedy', 'Action', 'Thriller']"
Ferris Buellers Day Off,0.8044071968331015,0.7910122635982642,0.3789858045728737,0.4112354739179878,0.0604380381968243,0.241767684637546,Law Person/Outlaw,Past,Daytime,['Comedy']
Field of Dreams,0.7997127894963668,0.5553084493860453,0.3047069192471175,0.3917532203722176,0.4428094084338136,0.3134526113489408,Soldier,Past,Nighttime,"['Fantasy', 'Drama', 'Family']"
Fight Club,0.8319222966205386,0.8257430534064154,0.0762360340407254,0.1376069606768459,0.00595740188792,0.0582958727441239,Law Person/Outlaw,Past,Daytime,"['Drama', 'Action', 'Thriller']"
Final Destination 2,0.1934420395959378,0.1692531403885683,0.0104242134159872,0.2197354447284876,0.7226471819821678,0.8081916536176126,Comedian,Past,Daytime,"['Horror', 'Thriller']"
Final Destination,0.6132623210322512,0.5676379153692384,0.0413946740717539,0.1698820443767317,0.045375320666505,0.3348143860219548,Comedian,Past,Daytime,"['Horror', 'Thriller']"
Finding Nemo,0.6594188208618055,0.615863988879908,0.3726853217445074,0.3413621890390729,0.2390361393531865,0.2374902602688907,Realist,Past,Daytime,"['Family', 'Comedy', 'Adventure']"
Five Easy Pieces,0.7781729842569193,0.9268456381978404,0.0124761446673618,0.4817921895608625,0.1134579944883078,0.0309290040432674,Soldier,Present,Daytime,['Drama']
Flash Gordon,0.7459326701736126,0.7271706228112995,0.2365079503089018,0.4434783372849907,0.1677776967221238,0.39349485694177,Law Person/Outlaw,Past,Daytime,"['Fantasy', 'Action', 'Adventure']"
Fletch,0.8291580374588494,0.9103451536481816,0.4152801176814976,0.0275807928671064,0.458044990926457,0.0216109522539536,Monster/Killer/Victim,Past,Daytime,['Comedy']
Flight,0.7625512418827456,0.7459983366203486,0.3311130605410783,0.4529384436620846,0.3668531220612319,0.3777603031200711,Soldier,Past,Daytime,['Drama']
Forrest Gump,0.5710235516674858,0.7796529741129332,0.3202911529890052,0.241540298560642,0.453630466840111,0.4047203999089964,Superhuman/Scientist/Alien/Robot,Past,Daytime,"['Comedy', 'Drama']"
Four Feathers,0.603133190380488,0.5454116962496207,0.0573466483157433,0.2860220456767,0.4250650225106938,0.2306045222525636,Realist,Present,Daytime,"['Drama', 'War', 'Adventure']"
Four Rooms,0.8255640735026766,0.9949184830026094,0.0812387880087152,0.111507900287064,0.4173153022400136,0.3399999643550577,Fighter,Past,Nighttime,"['Comedy', 'Drama']"
Foxcatcher,0.5902933542991703,0.772596427066325,0.3103340213921912,0.2172198340004896,0.2646051905214056,0.3614587484474375,Detective/Spy,Past,Daytime,['Drama']
Fracture,0.5878575700204217,0.7747109563535695,0.0041326023626701,0.2391491344296521,0.3663520954351855,0.1978040288873234,Realist,Past,Daytime,"['Crime', 'Drama', 'Thriller']"
Frances,0.5750495995402078,0.8483789226401428,0.0534947372581768,0.2761529371815197,0.4039050548707824,0.2744981710960844,Creature/Royalty/Knight/Sorcerer,Past,Daytime,['Drama']
Frankenstein,0.2413697183761122,0.128240219679881,0.6632253059283724,0.6265311235073121,0.1515446188868388,0.0475393468823893,Realist,Present,Nighttime,"['Romance', 'Horror', 'Fantasy', 'Drama', 'Sci-Fi']"
Frankenweenie,0.4777029793353406,0.2612770679884296,0.536571193674497,0.5009074997903724,0.0483167032361847,0.3370941945959922,Realist,Present,Nighttime,"['Family', 'Comedy']"
Freaked,0.6916776475168254,0.9358509708165504,0.2227896224266418,0.0855724183338436,0.1958287642125541,0.4931664319676875,Child,Past,Daytime,"['Comedy', 'Sci-Fi']"
Freddy vs. Jason,0.0119167191427964,0.0557330209531802,0.4273777492906678,0.0967885674107863,0.5545013125162588,0.5667207068551711,Creature/Royalty/Knight/Sorcerer,Past,Nighttime,"['Horror', 'Fantasy', 'Action', 'Thriller']"
Frequency,0.5136740339486954,0.7616970453459774,0.4227758107987086,0.0194668159454803,0.2197006417963666,0.4525507504693484,Spouse/Lover/Ex,Past,Daytime,['Thriller']
Friday the 13th Part VIII Jason Takes Manhattan,0.7534208297253013,0.7257694481412773,0.1124604362640262,0.0051483902124651,0.3257792328935386,0.0567378186961996,Detective/Spy,Past,Daytime,['Horror']
Friday the 13th,0.8411373337271077,0.669321628262584,0.1174589126028587,0.4874781955790525,0.2264575043919062,0.3060865514828378,Realist,Past,Daytime,"['Horror', 'Thriller']"
Fright Night 1985,0.4609922427040578,0.0297290354805377,0.0895822167758867,0.4588114157993691,0.5302031790758451,0.5718624942009027,Monster/Killer/Victim,Past,Nighttime,"['Horror', 'Comedy', 'Thriller']"
Fright Night,0.4199602843642617,0.2137861014794365,0.2427331252211528,0.2559022715927119,0.683047746377288,0.9584260433963644,Realist,Past,Daytime,"['Horror', 'Comedy']"
From Dusk Till Dawn,0.8355923491985477,0.5380183337575442,0.4105615760262596,0.0375799882569041,0.4178288917807173,0.2531631394466426,Soldier,Past,Daytime,"['Horror', 'Comedy', 'Action', 'Thriller']"
From Here to Eternity,0.942900577721294,0.8356310258709434,0.3461764898163809,0.0707074151344477,0.4188718257150226,0.2644300470977836,Detective/Spy,Past,Daytime,"['Drama', 'War', 'Romance']"
Frozen Disney,0.8859221924961747,0.6486567440410467,0.3730390428685782,0.1357702065867307,0.1100759644609333,0.2091371435756496,Detective/Spy,Future,Daytime,"['Comedy', 'Adventure']"
Frozen River,0.8990606705483521,0.8374781994023593,0.2384016645395087,0.3894526032301422,0.182079294708561,0.4860280727924851,Soldier,Past,Daytime,"['Crime', 'Drama']"
Frozen,0.4306994800712145,0.2120233581806442,0.3381942884970173,0.1737634194931633,0.896343534743399,0.5413215529534126,Realist,Future,Daytime,"['Drama', 'Thriller']"
Fruitvale Station,0.7471407540506171,0.9145788567127022,0.4661346363792091,0.2998945476263023,0.4032448585967395,0.4565993405784869,Creature/Royalty/Knight/Sorcerer,Past,Daytime,['Drama']
Funny People,0.8009474703547177,0.7177127586547769,0.2213092796150208,0.0981890997243181,0.2998551360738479,0.4077861925831862,Law Person/Outlaw,Past,Nighttime,"['Comedy', 'Drama']"
G.I. Jane,0.3059769759292627,0.3939492276439318,0.1913755162183842,0.4817401432804415,0.8298666201950645,0.6962696118557556,Superhuman/Scientist/Alien/Robot,Past,Daytime,"['Drama', 'Action']"
G.I. Joe The Rise of Cobra,0.9726363106620888,0.8494246486133947,0.028991466304999,0.3449435588441075,0.3053633064276944,0.2987928201093605,Spouse/Lover/Ex,Past,Daytime,"['Adventure', 'Action', 'Sci-Fi', 'Thriller']"
Game 6,0.8372730390765437,0.8423392757671295,0.2348911160185964,0.2650308415065361,0.4640466692207592,0.0526806466523622,Monster/Killer/Victim,Past,Nighttime,"['Comedy', 'Drama']"
Gamer,0.0192471819255774,0.2292762048756552,0.004363850808082,0.0279474450474956,0.9613817245116284,0.7839504702197639,Realist,Past,Daytime,"['Action', 'Sci-Fi', 'Thriller']"
Gandhi,0.5242133095524955,0.9563103265802524,0.262972614368582,0.0286273323499342,0.4004646871081176,0.1367085186964807,Superhuman/Scientist/Alien/Robot,Past,Daytime,['Drama']
Gang Related,0.58052455783861,0.712904652668612,0.1788618368490797,0.0134706499470749,0.3394361289927441,0.1909952604129137,Fighter,Future,Nighttime,"['Crime', 'Drama']"
Gangs of New York,0.519514918350587,0.8935767804888699,0.2653138157164673,0.1315523228684293,0.0464850141954347,0.1774017506663701,Realist,Past,Daytime,"['Crime', 'Drama']"
Garden State,0.608094936475856,0.9989613049452468,0.4513456639825374,0.1532545735813981,0.293155171763579,0.2144931119451971,Traveller/Explorer,Present,Daytime,"['Comedy', 'Drama', 'Romance']"
Gattaca,0.6907361166129266,0.7519585422879278,0.0166453469421657,0.1506341175291395,0.0798556198448221,0.0155713249795185,Detective/Spy,Past,Daytime,"['Drama', 'Sci-Fi', 'Thriller']"
Get Carter,0.841557706014163,0.9459086290438918,0.2862077627109149,0.2034210722283993,0.1317762341223785,0.0543687850516559,Superhuman/Scientist/Alien/Robot,Past,Daytime,"['Crime', 'Drama', 'Action', 'Thriller']"
Get Low,0.9271346917115584,0.9577533816305428,0.4314455368785021,0.0459699465175722,0.2659175340162353,0.3827226652278567,Child,Past,Daytime,['Drama']
Get on Up,0.5452197264383256,0.7496259983044167,0.0276065680947768,0.3704581427500603,0.1346475851347175,0.3274973144584274,Monster/Killer/Victim,Past,Daytime,['Drama']
Get Out,0.5525731640914227,0.6217811007490428,0.3466258404693901,0.0108854376466896,0.443024977663801,0.0110148603256931,Superhuman/Scientist/Alien/Robot,Past,Daytime,"['Horror', 'Thriller']"
Get Shorty,0.6079650046181304,0.6503856261435559,0.002786439770756,0.239670297069308,0.4508712741702075,0.466467314559782,Comedian,Future,Daytime,"['Crime', 'Comedy', 'Drama', 'Action']"
Ghost Rider,0.1962871746132715,0.3143068343960883,0.4909396365406524,0.4748489095802674,0.8661641260420608,0.5159929700210331,Soldier,Past,Daytime,"['Fantasy', 'Action', 'Thriller']"
Ghost Ship,0.8714105661055824,0.7129013814949762,0.1539596219661181,0.1595344481866186,0.3001621324315529,0.0603864408959766,Realist,Past,Daytime,"['Horror', 'Thriller', 'Sci-Fi', 'Action', 'Adventure']"
Ghost World,0.6424729710498958,0.8783467140257095,0.2801169569307487,0.1170925105809005,0.1961275234049443,0.3329597071431874,Creature/Royalty/Knight/Sorcerer,Past,Daytime,"['Comedy', 'Drama']"
Ghost,0.8424140393252373,0.6308064899325379,0.2654597407770016,0.265371661094991,0.0976930999364832,0.384934833960098,Superhuman/Scientist/Alien/Robot,Future,Daytime,"['Fantasy', 'Drama', 'Romance', 'Thriller']"
Ghostbusters 2,0.778776366474009,0.6888820453571098,0.2600539987062348,0.0800291637150538,0.3682000333829365,0.3754171396078054,Spouse/Lover/Ex,Past,Nighttime,"['Comedy', 'Action', 'Sci-Fi', 'Adventure']"
Ghostbusters,0.2143761987335611,0.2609960509539165,0.2474719061574454,0.4461083060131736,0.946907999950546,0.935948314838466,Comedian,Past,Nighttime,"['Fantasy', 'Comedy', 'Sci-Fi']"
Gladiator,0.6405538934539845,0.9142859127415736,0.2271214388113025,0.4813453604980432,0.4366560817703238,0.0608897431869688,Superhuman/Scientist/Alien/Robot,Past,Daytime,"['Drama', 'Action']"
Glengarry Glen Gross,0.3286272338302188,0.3828289677804079,0.1564017391387643,0.4852541636479592,0.8633772386124041,0.6325271426335475,Traveller/Explorer,Past,Daytime,['Drama']
Go,0.7280628758129898,0.6599387685981131,0.3218812814161322,0.2791070869790512,0.3504022151569441,0.0656958767636731,Comedian,Past,Nighttime,"['Crime', 'Comedy']"
Godfather Part II,0.8371409680094644,0.9250323215361282,0.3133660568912412,0.1811656099787449,0.2402783186260539,0.2078371560115079,Child,Past,Daytime,"['Crime', 'Drama']"
Godfather,0.5716079264592204,0.5016919779612639,0.1084059042164395,0.3345097680582646,0.0792339954724164,0.4545949654805762,Creature/Royalty/Knight/Sorcerer,Past,Daytime,"['Crime', 'Drama']"
Gods and Monsters,0.7264121102609287,0.7393779937654887,0.379492107914515,0.3379977803811322,0.4223341408343661,0.0057549838781562,Detective/Spy,Past,Daytime,['Drama']
Godzilla,0.9034548833279846,0.5815490962852865,0.0969013269387849,0.1220443244462897,0.2557840329593969,0.4553925482803733,Superhuman/Scientist/Alien/Robot,Present,Daytime,"['Action', 'Sci-Fi', 'Thriller']"
Gone Baby Gone,0.6818205925865808,0.6069571189218655,0.1474112936331562,0.4908635614494299,0.0436073724337188,0.057280330555794,Soldier,Past,Daytime,"['Crime', 'Drama']"
Gone in 60 Seconds,0.5033393549905196,0.5510042360430638,0.2937621121072896,0.122655400430748,0.2760560629479736,0.2362695186936383,Fighter,Past,Daytime,"['Crime', 'Action']"
Good Will Hunting,0.8960033477008669,0.650421176354531,0.0833524335606847,0.0142535528101864,0.3325804537644826,0.1564614889134016,Child,Past,Daytime,"['Comedy', 'Drama']"
Gothika,0.5398702440443277,0.9246943604927677,0.2524999460810637,0.2103728097176492,0.0645684288509983,0.3203537271844575,Soldier,Past,Nighttime,"['Horror', 'Thriller']"
Grabbers,0.6261599355135277,0.8980800951222219,0.2735630258744856,0.086287848158061,0.0564159250429578,0.0783787684179052,Comedian,Past,Daytime,"['Horror', 'Comedy', 'Sci-Fi']"
Gran Torino,0.5052230670407047,0.8078111425608472,0.2116921714143281,0.3925571523753472,0.0317131064398346,0.4260701012522667,Realist,Past,Daytime,"['Crime', 'Drama']"
Grand Hotel,0.8867937683523908,0.6901611504224047,0.1214528771801131,0.0181940304210569,0.3664290534600815,0.1356498397427944,Superhuman/Scientist/Alien/Robot,Past,Nighttime,"['Drama', 'Romance']"
Grand Theft Parsons,0.917159668615311,0.6302317172989456,0.4974285257814687,0.3505261621512548,0.0051346214616109,0.231179683897942,Realist,Past,Daytime,"['Comedy', 'Drama']"
Gravity,0.5290187659765611,0.6795736674550041,0.1268503558264956,0.3367367873293353,0.151665870728667,0.4201699044370798,Spouse/Lover/Ex,Past,Daytime,"['Sci-Fi', 'Thriller']"
Gremlins 2,0.9593649669150356,0.6386907383479654,0.3493825612827456,0.1534543906855507,0.4583435439062363,0.491709143735405,Soldier,Past,Daytime,"['Horror', 'Fantasy', 'Comedy', 'Sci-Fi']"
Gremlins,0.8464307805662371,0.7383884571044117,0.0102674277733714,0.1960439529981121,0.2911800307849805,0.3781507537155258,Monster/Killer/Victim,Past,Daytime,"['Horror', 'Fantasy', 'Comedy']"
Grosse Point Blank,0.9039522955898168,0.8149727619944964,0.4290862970697758,0.0213961037445905,0.1560899394249433,0.0258410067869862,Spouse/Lover/Ex,Future,Daytime,"['Crime', 'Comedy', 'Romance', 'Thriller']"
Groundhog Day,0.822014565834378,0.5873794524359464,0.4830773743843304,0.451703712275383,0.379107167657406,0.0501372848628058,Fighter,Past,Daytime,"['Fantasy', 'Comedy', 'Romance']"
Guardians of the Galaxy Vol 2,0.987722247570391,0.6785286558575032,0.2234924878360346,0.4544898108883708,0.0180728345252812,0.2446690526774789,Comedian,Future,Daytime,"['Comedy', 'Action', 'Adventure']"
Hackers,0.9921188706027512,0.8675615087161233,0.4659126802336282,0.0656989506334419,0.1080509926019981,0.3725301351498164,Spouse/Lover/Ex,Past,Daytime,"['Crime', 'Drama', 'Action', 'Thriller']"
Hall Pass,0.9368665941557536,0.73780717081683,0.037475066343697,0.178426900205015,0.4380966269113142,0.4705607096611002,Law Person/Outlaw,Past,Daytime,"['Comedy', 'Romance']"
Halloween The Curse of Michael Myers,0.2129199567547536,0.3410579778816468,0.202687399945605,0.3497500261093219,0.5174192767538444,0.5341454762854694,Spouse/Lover/Ex,Past,Nighttime,"['Horror', 'Thriller']"
Halloween,0.356048109292946,0.4418898945417477,0.1463557435446413,0.2546247655749211,0.9520531604406504,0.9089085113098142,Fighter,Past,Nighttime,"['Horror', 'Thriller']"
Hancock,0.8628398001533355,0.5083106946948006,0.1928326536169674,0.011981071188613,0.436505218190745,0.3911787584456196,Spouse/Lover/Ex,Past,Daytime,"['Crime', 'Fantasy', 'Drama', 'Thriller', 'Comedy', 'Action']"
Hanna,0.6887628639536743,0.838019328689565,0.042430929674384,0.3311535769176555,0.0389982705501099,0.1592627983731283,Comedian,Past,Daytime,"['Crime', 'Action']"
Hannah and Her Sisters,0.859502466585716,0.8118091533718961,0.2648856060655288,0.443207480447177,0.2517087026369938,0.4731358848005034,Creature/Royalty/Knight/Sorcerer,Present,Daytime,"['Comedy', 'Drama', 'Romance']"
Hannibal,0.537697083279647,0.5831167024297275,0.0185127685580661,0.3391946388972654,0.4512630967246388,0.215675369437231,Realist,Past,Daytime,"['Horror', 'Thriller']"
Happy Birthday Wanda June,0.977423697570253,0.8896498184486332,0.1771342683504326,0.1295934607573991,0.3330972690951883,0.0529423418950952,Child,Past,Daytime,['Comedy']
